legacy_path	area	page_name	page_title	purpose_hint	user_type	permission_keys	scope_evidence	tables	forms	actions	statuses	attachments	print_pdf	linked_php	ajax	public_token_candidate	reachability	activity	evidence
admin/centeral_floors.php	admin	centeral_floors		centeral floors	administrator			centeral_floors,functin,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,centeral_floors.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
admin/centeral_sections.php	admin	centeral_sections		centeral sections	administrator			centeral_sections,functin,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,centeral_sections.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
admin/central_duty_time.php	admin	central_duty_time		central duty time	administrator		branch	centeral_floors,centeral_sections,central_duty_time,functin,helper,if	<?php echo $pagename; ?>	create,update,delete,send	4	yes	yes	header.inc.php,SimpleXLSX.php,central_duty_time.php,city_grap.php,sendsoundajax.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
admin/central_ext_phone.php	admin	central_ext_phone		central ext phone	administrator		branch	centeral_floors,centeral_sections,central_ext_phone,functin,helper,if	<?php echo $pagename; ?>	create,update,delete,send	4	yes	yes	header.inc.php,SimpleXLSX.php,central_ext_phone.php,city_grap.php,sendsoundajax.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
admin/central_ext_phone_reasons.php	admin	central_ext_phone_reasons		central ext phone reasons	administrator		branch	centeral_floors,centeral_sections,central_ext_phone,functin,helper,if	<?php echo $pagename; ?>	create,update,delete,send	4	yes	yes	header.inc.php,SimpleXLSX.php,central_ext_phone.php,city_grap.php,sendsoundajax.php,footer.inc.php	yes	review	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
admin/change_client_pass.php	admin	change_client_pass		change client pass	administrator			user_client	change_client_pass.php	update,send		no	no	header.inc.php,index.php,reg_form.php,footer.inc.php,contactus.php,change_client_pass.php	no	no	outbound-linked	unknown	session/header guard; form
admin/change_duty_time.php	admin	change_duty_time		change duty time	administrator		branch	change_duty_time_hr_reply,change_duty_time_request,functin,if,ra_users	<?php echo $pagename; ?>	create,update,delete,send,reply	4	no	yes	header.inc.php,change_duty_time.php,sendsoundajax.php,footer.inc.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf
admin/change_my_pass.php	admin	change_my_pass		change my pass	administrator			ra_users	./change_my_pass.php	update		no	no	header.inc.php,change_my_pass.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard; form
admin/change_my_pass_1.php	admin	change_my_pass_1		change my pass 1	administrator			ra_users	./change_my_pass.php	update		no	no	header.inc.php,users.php,change_my_pass.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard; form
admin/change_user_pass.php	admin	change_user_pass		change user pass	administrator			ra_users	change_user_pass.php	update		no	no	header.inc.php,users.php,change_user_pass.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard; form
admin/change_user_pass_1.php	admin	change_user_pass_1		change user pass 1	administrator			ra_users	change_user_pass.php	update		no	no	header.inc.php,users.php,change_user_pass.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard; form
admin/checkuser.php	admin	checkuser		checkuser	administrator			ra_users,users		update		yes	yes	initialize.php,upload_file.php,login_form.php	no	no	outbound-linked	unknown	session/header guard; print/pdf; file handling/ref
admin/city.php	admin	city		city	administrator			city,country,functin,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,city.php,footer.inc.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf
admin/city_grap.php	admin	city_grap		city grap	administrator			city,database				no	no	hr_session.php,config.php,functions.php,validationForm.php,multiLanguage.php,common.php,MyQuery.php	yes	review	outbound-linked	unknown	ajax
admin/client.php	admin	client	العملاء	client	administrator		branch	client_installment,client_paids,goods_exit,user_client	client.php	update		no	yes	header.inc.php,user_client.php,get_email.php,get_name.php,get_mobile.php,client.php,client_invoice_view.php,client_status.php,exit_goods.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard; form; print/pdf
admin/client_advances.php	admin	client_advances		client advances	administrator			city,client_advances,clients,country,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,client_advances.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
admin/client_deficit.php	admin	client_deficit	(المستحقات المالية) المتاخرات	client deficit	administrator		branch	client_installment,client_paids,goods_exit,user_client		update		no	no	header.inc.php,user_client.php,client.php,client_status.php,exit_goods.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard
admin/client_del.php	admin	client_del	حذف عميل	client del	administrator			client_computers,client_package_term,client_renewals,client_sub,ra_users,tickets,user_client	<?php echo $pagename; ?>?id=<?php echo (int)$clientId; ?>	delete		no	no	header.inc.php,initialize1.php,client_del.php,client.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard; form
admin/client_discounts.php	admin	client_discounts		client discounts	administrator			city,client_discounts,clients,country,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,client_discounts.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
admin/client_invoice_view.php	admin	client_invoice_view	فاتورة شراء رقم	client invoice view	administrator		branch	branch_users,branches,client_installment,client_paids,goods_entry_items,user_client		update,delete		no	yes	header.inc.php,footer.inc.php,client_invoice_view.php,paid.php	no	no	outbound-linked	unknown	session/header guard; print/pdf
admin/client_search.php	admin	client_search		client search	administrator							no	no	header.inc.php,get_course_list.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard
admin/client_status.php	admin	client_status	فاتورة شراء رقم	client status	administrator		branch	branches,client_installment,client_paids,goods_entry_items,user_client		update,delete		no	yes	header.inc.php,footer.inc.php,client_invoice_view.php	no	no	outbound-linked	unknown	session/header guard; print/pdf
admin/clients_balance.php	admin	clients_balance	تحليل ارصدة العملاء	clients balance	administrator		branch	ac_analysis_account,ac_constraints,user_client	clients_balance.php			no	no	header.inc.php,user_client.php,clients_balance.php,ac_daily_constraints.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard; form
admin/clienttype.php	admin	clienttype		clienttype	administrator			functin,here	clienttype.php	update,delete		no	no	header.inc.php,clienttype.php,photo.php,footer.inc.php	no	no	outbound-linked	unknown	session/header guard; form
admin/clinicians.php	admin	clinicians		clinicians	administrator			clinician_hospitals,clinicians,clinics,companies_groups,country,specialized_clinics	clinicians.php	create,send		yes	yes	header.inc.php,clinicians.php,footer.inc.php	yes	review	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
admin/clinicians_details.php	admin	clinicians_details		clinicians details	administrator			clinician_hospitals,clinicians,companies_groups,specialized_clinics				no	yes	header.inc.php,clinicians_details.php,clinicians_edit.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; ajax; print/pdf
admin/clinicians_edit.php	admin	clinicians_edit		clinicians edit	administrator			clinician_hospitals,clinicians,clinics,companies_groups,country,specialized_clinics	clinicians_edit.php	create,update,delete,send		yes	yes	header.inc.php,clinicians_edit.php,footer.inc.php,clinicians_details.php	yes	review	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
admin/clinics.php	admin	clinics		clinics	administrator		branch	clinics,country,functin,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,clinics.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
admin/clinics_support_services.php	admin	clinics_support_services		clinics support services	administrator		branch	clinics_support_services,country,functin,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,clinics_support_services.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
admin/clinics_support_services_details.php	admin	clinics_support_services_details		clinics support services details	administrator		branch	clinics_support_services_details,functin,helper,if,outpatient_clinics	<?php echo $pagename; ?>	create,update,delete,send	4	yes	yes	header.inc.php,SimpleXLSX.php,clinics_support_services_details.php,city_grap.php,sendsoundajax.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
admin/clinics_support_services_section.php	admin	clinics_support_services_section		clinics support services section	administrator		branch	clinics_support_services_section,country,functin,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,clinics_support_services_section.php,footer.inc.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
admin/codes_sections.php	admin	codes_sections		codes sections	administrator		branch	codes_sections,country,functin,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,codes_sections.php,footer.inc.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf
admin/companies_groups.php	admin	companies_groups		companies groups	administrator		branch	city,functin,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,companies_groups.php,footer.inc.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf
admin/complaint_closing_reasons.php	admin	complaint_closing_reasons		complaint closing reasons	administrator			complaint_closing_reasons,country,functin,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,complaint_closing_reasons.php,footer.inc.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf
admin/complaint_letter_receiver.php	admin	complaint_letter_receiver		complaint letter receiver	administrator			complaint_letter_receiver,country,functin,if	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,complaint_letter_receiver.php,footer.inc.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf
admin/complaint_request_pdf.php	admin	complaint_request_pdf		complaint request pdf	administrator		branch	bottom,branches_departments,complaints,complaints_reply,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		update,reply		yes	yes	hr_session.php,config.php,functions.php,common.php,login.php,index.php,complaints_pdf.php,tcpdf_include.php,tcpdf_config_alt.php,tcpdf.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
admin/complaints.php	admin	complaints		complaints	administrator		branch	branches_departments,complaints,complaints_letter_issuance,complaints_reply,complaints_status,functin,if,rep12_main_section,rep12_subsection,rep_12_complainant_side,sms_archive,transferal	<?php echo $pagename; ?>	create,update,delete,send,reply	0,1,5,6,2,4	yes	yes	header.inc.php,sms_class.php,complaints.php,footer.inc.php,complaints_pdf.php,complaints_view.php,complaint_request_pdf.php,complaints_letter_pdf.php,complaints_letter_input.php,sendsoundajax.php,rep12_sub_section_grap.php	yes	no	menu	unknown	session/header guard; form; ajax; print/pdf; file handling/ref
admin/complaintsBk.php	admin	complaintsBk		complaintsBk	administrator		branch	branches_departments,complaints,functin,if,third_party	<?php echo $pagename; ?>	create,update,delete		no	yes	header.inc.php,complaints.php,footer.inc.php,complaints_pdf.php	yes	no	outbound-linked	unknown	session/header guard; form; ajax; print/pdf
admin/complaints_letter_input.php	admin	complaints_letter_input		complaints letter input	administrator			rep12_main_section				no	no	hr_session.php,config.php,functions.php,validationForm.php	yes	review	outbound-linked	unknown	ajax
admin/complaints_letter_pdf.php	admin	complaints_letter_pdf		complaints letter pdf	administrator		branch	branches_departments,complaint_letter_receiver,complaints,complaints_letter_issuance,html,ra_users,rep12_main_section,rep12_subsection,rep_12_complainant_side		reply		yes	yes	autoload.php,hr_session.php,config.php,functions.php,login.php,index.php,complaints_pdf.php,complaints_letter.php,barcode.php	yes	review	outbound-linked	unknown	ajax; print/pdf; file handling/ref
